,Sales_ID,name,year,selling_price,km_driven,Region,State_Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Brand
418,433,Toyota Innova,2015,840000,120000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200Nm@ 1400-3400rpm,7,Y,Toyota
419,434,Toyota Etios,2013,450000,67000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,23.5,1364,67.1,170Nm@ 1800-2400rpm,5,Y,Toyota
420,435,Maruti Swift,2017,900000,50000,South,Georgia,Atlanta,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190Nm@ 2000rpm,5,Y,Maruti
421,436,Toyota Innova,2008,570000,134000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,Y,Toyota
422,437,Nissan Micra,2011,254999,110000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,23.0,1461,63.1,160Nm@ 2000rpm,5,Y,Nissan
423,438,Maruti 800,2009,130000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59Nm@ 2500rpm,4,Y,Maruti
424,439,Maruti Swift,2013,530000,120000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,23.0,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
425,440,Volkswagen Polo,2015,520000,110000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,20.1,1498,88.8,230Nm@ 1500-2500rpm,5,Y,Volkswagen
426,441,Mahindra Verito,2011,229999,170000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,160Nm@ 2000rpm,5,Y,Mahindra
427,442,Maruti 800,2004,81000,80000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59Nm@ 2500rpm,4,Y,Maruti
428,443,Maruti Swift,2016,600000,47000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
429,444,Hyundai Xcent,2015,409999,93000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,19.0,1197,81.86,113.75Nm@ 4000rpm,5,Y,Hyundai
430,445,Maruti 800,2010,120000,70000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59Nm@ 2500rpm,4,Y,Maruti
431,446,Maruti Celerio,2014,320000,50000,East,New York,New York City,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90Nm@ 3500rpm,5,Y,Maruti
432,447,Ford Figo,2015,292000,70000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,160Nm@ 2000rpm,5,Y,Ford
433,448,Tata Safari,2012,390000,80000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,13.9,2179,138.03,320Nm@ 1700-2700rpm,7,Y,Tata
434,449,Ford Figo,2016,550000,44000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,112Nm@ 4000rpm,5,Y,Ford
435,450,Maruti Celerio,2014,385000,25000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90Nm@ 3500rpm,5,Y,Maruti
436,451,Hyundai Creta,2016,800000,25000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,15.2,1591,121.3,151Nm@ 4850rpm,5,Y,Hyundai
437,452,Maruti Swift,2019,675000,10000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113Nm@ 4200rpm,5,Y,Maruti
438,453,Tata Hexa,2018,1525000,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,17.0,2179,153.86,400Nm@ 1750-2500rpm,7,Y,Tata
439,454,Ford EcoSport,2018,950000,30000,East,New York,New York City,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,Y,Ford
440,455,Hyundai i20,2015,610000,50000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,21.1,1396,88.73,219.66nm@ 1500-2750rpm,5,Y,Hyundai
441,456,Hyundai i20,2012,525000,120000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y,Hyundai
442,457,Honda Amaze,2019,700000,40000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,23.0,1498,78.9,160Nm@ 1750rpm,5,Y,Honda
443,458,Mahindra Bolero,2015,375000,80000,East,New York,New York City,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195Nm@ 1400-2200rpm,7,Y,Mahindra
444,459,Nissan Terrano,2015,580000,90000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,20.4,1461,83.8,200Nm@ 1900rpm,5,Y,Nissan
445,460,Maruti Swift,2015,434999,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,20.0,1197,83.11,115Nm@ 4000rpm,5,Y,Maruti
446,461,Datsun RediGO,2020,350000,2136,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91Nm@ 4250rpm,5,Y,Datsun
447,462,Toyota Innova,2012,730000,250000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,12.9,2494,100.0,200Nm@ 1400-3400rpm,7,Y,Toyota
448,463,Hyundai i20,2015,600000,35000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,Y,Hyundai
449,464,Toyota Innova,2015,1050000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200Nm@ 1400-3400rpm,7,Y,Toyota
450,465,Maruti Baleno,2017,735000,70000,Central,Texas,Houston,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
451,466,Renault Duster,2018,1050000,18000,Central,Texas,Houston,Diesel,Dealer,Manual,First Owner,19.0,1461,108.45,245Nm@ 1750rpm,5,Y,Renault
452,467,Chevrolet Enjoy,2016,420000,110000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,18.0,1248,73.74,172.5Nm@ 1750rpm,7,Y,Chevrolet
453,468,Maruti SX4,2017,800000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,23.6,1248,88.5,200Nm@ 1750rpm,5,Y,Maruti
454,469,Toyota Fortuner,2015,2000000,60000,Central,Illinois,Chicago,Diesel,Individual,Automatic,First Owner,12.5,2982,168.5,360Nm@ 1400-3200rpm,7,Y,Toyota
455,470,Maruti Swift,2016,600000,147000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,26.5,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
456,471,Toyota Fortuner,2015,1900000,130000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,12.5,2982,168.5,360Nm@ 1400-3200rpm,7,Y,Toyota
457,472,Chevrolet Captiva,2011,500000,99500,East,New York,New York City,Diesel,Individual,Manual,Third Owner,11.0,1991,147.9,320Nm@ 2000rpm,7,Y,Chevrolet
458,473,Tata Indica,2011,200000,110000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135 Nm at 2500  rpm ,5,Y,Tata
459,474,Nissan Micra,2016,370000,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,19.4,1198,67.04,104Nm@ 4000rpm,5,Y,Nissan
460,475,Hyundai Verna,2010,260000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,16.0,1493,110.0,24 KGM at 1900-2750 RPM,5,Y,Hyundai
461,476,Mahindra KUV,2016,280000,100000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190Nm@ 1750-2250rpm,6,Y,Mahindra
462,477,Maruti Ertiga,2014,610000,21000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,16.0,1373,93.7,130Nm@ 4000rpm,7,Y,Maruti
463,478,Ford Fiesta,2013,300000,60000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,23.0,1498,90.0,204Nm@ 2000-2750rpm,5,Y,Ford
464,479,Tata Indigo,2010,140000,40000,East,New York,New York City,Diesel,Individual,Manual,First Owner,16.0,1405,70.0,"14.3@ 1,800-3,000(kgm@ rpm)",5,Y,Tata
465,480,Hyundai i10,2008,229999,50000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,99.04Nm@ 4500rpm,5,Y,Hyundai
466,481,Maruti A-Star,2010,200000,65000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90Nm@ 3500rpm,5,Y,Maruti
467,482,Maruti Wagon,2011,200000,80000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
468,483,Hyundai Verna,2015,560000,119000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,23.0,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y,Hyundai
469,484,Maruti Ertiga,2016,750000,80000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200Nm@ 1750rpm,7,Y,Maruti
470,485,Maruti Swift,2017,585000,90000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
471,486,Hyundai Verna,2016,760000,20000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,17.0,1591,121.4,154.9Nm@ 4200rpm,5,Y,Hyundai
472,487,Maruti Swift,2014,430000,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
473,488,Mahindra KUV,2020,480000,44665,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190Nm@ 1750-2250rpm,6,Y,Mahindra
474,489,Kia Seltos,2019,643000,10000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,20.0,1493,113.4,250nm@ 1500-2750rpm,5,Y,Kia
475,490,Hyundai Xcent,2018,500000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,20.1,1197,81.86,113.75nm@ 4000rpm,5,Y,Hyundai
476,491,Honda Brio,2016,425000,22000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,18.0,1198,86.8,109Nm@ 4500rpm,5,Y,Honda
477,492,Maruti Alto,2014,250000,25000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69Nm@ 3500rpm,5,Y,Maruti
478,493,Maruti Celerio,2016,285000,70000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,27.6,793,47.0,125Nm@ 2000rpm,5,Y,Maruti
479,494,Maruti Swift,2008,160000,123000,West,Washington,Seattle,Petrol,Individual,Manual,Third Owner,17.0,1298,85.8,114Nm@ 4000rpm,5,Y,Maruti
480,495,Volkswagen Vento,2011,250000,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second Owner,20.5,1598,103.6,250Nm@ 1500-2500rpm,5,Y,Volkswagen
481,496,Chevrolet Beat,2013,170000,70000,South,Florida,Miami,Petrol,Individual,Manual,Second Owner,18.0,1199,79.4,108Nm@ 4400rpm,5,Y,Chevrolet
482,497,Toyota Etios,2013,409999,45000,East,New York,New York City,Diesel,Individual,Manual,First Owner,23.5,1364,67.06,170Nm@ 1800-2400rpm,5,Y,Toyota
483,498,Hyundai Grand,2015,400000,40000,East,New York,New York City,Petrol,Individual,Automatic,First Owner,18.0,1197,82.0,114Nm@ 4000rpm,5,Y,Hyundai
484,499,Maruti Swift,2019,700000,30000,East,New York,New York City,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190Nm@ 2000rpm,5,Y,Maruti
485,500,Honda Civic,2007,350000,90000,West,Washington,Seattle,Petrol,Individual,Automatic,First Owner,12.0,1799,130.0,172Nm@ 4300rpm,5,Y,Honda
486,501,Maruti Ertiga,2016,660000,34000,Central,Texas,Dallas,Petrol,Individual,Manual,Second Owner,17.0,1373,91.1,130Nm@ 4000rpm,7,Y,Maruti
487,502,Maruti Alto,2017,268000,25000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69Nm@ 3500rpm,5,Y,Maruti
488,503,Maruti Alto,2016,270000,50000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69Nm@ 3500rpm,5,Y,Maruti
489,504,Chevrolet Beat,2013,300000,50000,Central,Michigan,Detroit,Diesel,Individual,Manual,First Owner,25.4,936,57.6,150Nm@ 1750rpm,5,Y,Chevrolet
490,505,Tata Tiago,2017,450000,90000,East,New York,New York City,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114Nm@ 3500rpm,5,Y,Tata
491,506,Chevrolet Beat,2012,220000,70000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,150Nm@ 1750rpm,5,Y,Chevrolet
492,507,Tata New,2009,250000,146000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,13.9,2179,138.0,320Nm@ 1700-2700rpm,7,Y,Tata
493,508,Ford Figo,2012,300000,85000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,15.0,1196,70.0,102Nm@ 4000rpm,5,Y,Ford
494,509,Tata Indica,2009,88000,201850,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,17.8,1396,52.8,85Nm@ 2500rpm,5,Y,Tata
495,510,Maruti Swift,2016,561000,30000,East,New York,New York City,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190Nm@ 2000rpm,5,Y,Maruti
496,511,Maruti Swift,2018,755000,15000,East,New York,New York City,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190Nm@ 2000rpm,5,Y,Maruti
497,512,Datsun RediGO,2017,235000,25000,East,New York,New York City,Petrol,Individual,Manual,First Owner,22.0,799,53.64,72Nm@ 4386rpm,5,Y,Datsun
498,513,Maruti Alto,2011,165000,90000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
499,514,Maruti Swift,2008,190000,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190Nm@ 2000rpm,5,Y,Maruti
500,515,Tata Indica,2011,110000,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,17.0,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5,Y,Tata
501,516,Mahindra Bolero,2012,320000,80000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180Nm@ 1440-1500rpm,8,Y,Mahindra
502,518,Hyundai i20,2016,540000,38000,West,California,San Diego,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,Y,Hyundai
503,519,Hyundai EON,2013,180000,60000,West,California,San Diego,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,Y,Hyundai
504,520,Maruti Eeco,2016,270000,100000,West,California,Los Angeles,Petrol,Individual,Manual,Third Owner,15.3,1196,73.0,101Nm@ 3000rpm,7,Y,Maruti
505,521,Maruti Swift,2012,450000,30000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,17.0,1197,85.8,114Nm@ 4000rpm,5,Y,Maruti
506,522,Maruti Swift,2014,450000,30000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,114Nm@ 4000rpm,5,Y,Maruti
507,523,Chevrolet Beat,2015,200000,50000,East,New York,New York City,Petrol,Individual,Manual,First Owner,18.0,1199,76.8,106.5Nm@ 4400rpm,5,Y,Chevrolet
508,524,Tata Tiago,2017,425000,42000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114Nm@ 3500rpm,5,Y,Tata
509,525,Chevrolet Sail,2016,400000,30000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5Nm@ 5000rpm,5,Y,Chevrolet
510,526,Maruti Alto,2009,125000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,Third Owner,19.0,796,46.3,62Nm@ 3000rpm,5,Y,Maruti
511,527,Jeep Compass,2018,1600000,14000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350Nm@ 1750-2500rpm,5,Y,Jeep
512,528,Honda City,2015,900000,22000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145Nm@ 4600rpm,5,Y,Honda
513,529,Volkswagen Vento,2012,450000,90000,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,250Nm@ 1500-2500rpm,5,Y,Volkswagen
514,530,Maruti Alto,2011,210000,46000,Central,Texas,Houston,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
515,531,Hyundai i20,2018,801000,20000,East,New York,New York City,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,Y,Hyundai
516,532,Tata Venture,2014,317000,15000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First Owner,15.4,1405,70.0,135Nm@ 2500rpm,7,Y,Tata
517,533,Maruti Ertiga,2015,600000,40000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,16.0,1373,93.7,130Nm@ 4000rpm,7,Y,Maruti
518,534,Hyundai i20,2014,330000,30000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,18.0,1197,82.85,113.7Nm@ 4000rpm,5,Y,Hyundai
519,535,Hyundai EON,2017,320000,15000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,Y,Hyundai
520,537,Hyundai Getz,2007,120000,110000,South,Florida,Miami,Petrol,Individual,Manual,Second Owner,15.0,1341,83.0,115Nm@ 3200rpm,5,Y,Hyundai
521,538,Maruti Alto,2009,130000,70000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62Nm@ 3000rpm,5,Y,Maruti
522,539,Chevrolet Sail,2015,220000,80000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5Nm@ 5000rpm,5,Y,Chevrolet
523,541,Tata Zest,2015,340000,110000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140Nm@ 1500-4000rpm,5,Y,Tata
524,542,Ford Classic,2013,200000,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second Owner,19.6,1399,67.0,160Nm@ 2000rpm,5,Y,Ford
525,543,Maruti Alto,2002,140000,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62Nm@ 3000rpm,5,Y,Maruti
526,544,Toyota Innova,2013,1000000,190000,Central,Michigan,Detroit,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200Nm@ 1200-3600rpm,8,Y,Toyota
527,545,Mahindra Bolero,2010,495000,100000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180 Nm at 1440-1500rpm,7,Y,Mahindra
528,546,Maruti Alto,2015,236000,60000,West,California,San Diego,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69Nm@ 3500rpm,5,Y,Maruti
529,547,Maruti Wagon,2015,390000,40000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,Y,Maruti
530,548,Maruti Swift,2009,275000,90000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190Nm@ 2000rpm,5,Y,Maruti
531,549,Tata Safari,2015,503000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,14.0,2179,147.94,320Nm@ 1500-3000rpm,7,Y,Tata
532,550,Maruti Vitara,2017,775000,32000,Central,Illinois,Chicago,Diesel,Dealer,Manual,First Owner,24.0,1248,88.5,200Nm@ 1750rpm,5,Y,Maruti
533,551,Toyota Innova,2016,1800000,30000,West,Washington,Seattle,Diesel,Individual,Automatic,First Owner,11.3,2755,171.5,360Nm@ 1200-3400rpm,7,Y,Toyota
534,552,Hyundai Creta,2016,850000,58000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,19.6,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y,Hyundai
535,553,Maruti Vitara,2018,750000,5000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200Nm@ 1750rpm,5,Y,Maruti
536,554,Hyundai i20,2018,570000,25000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7Nm@ 4000rpm,5,Y,Hyundai
537,555,Hyundai Grand,2018,580000,32000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm@ 4000rpm,5,Y,Hyundai
538,556,Honda Jazz,2016,484999,30000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.0,1199,88.7,110Nm@ 4800rpm,5,Y,Honda
539,557,Honda BR-V,2017,700000,43000,East,New York,New York City,Petrol,Dealer,Manual,First Owner,15.0,1497,117.3,145Nm@ 4600rpm,7,Y,Honda
540,558,Hyundai Verna,2012,415000,60000,Central,Texas,Dallas,Petrol,Dealer,Manual,First Owner,17.0,1497,113.42,144.15nm@ 4500rpm,5,Y,Hyundai
541,559,Nissan Micra,2015,325000,50000,West,California,Los Angeles,Petrol,Individual,Automatic,First Owner,19.3,1198,76.0,104Nm@ 4400rpm,5,Y,Nissan
542,560,Ford Figo,2018,550000,14200,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,112Nm@ 4000rpm,5,Y,Ford
543,561,Hyundai EON,2017,300000,10000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,Y,Hyundai
544,562,Datsun RediGO,2018,217000,25000,East,New York,New York City,Petrol,Individual,Manual,First Owner,22.0,799,53.64,72Nm@ 4386rpm,5,Y,Datsun
545,563,Ford Freestyle,2018,700000,19100,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120Nm@ 4250rpm,5,Y,Ford
546,564,Hyundai Santro,2019,466000,25000,East,District of Columbia,Washington,Petrol,Individual,Automatic,Fourth & Above Owner,20.0,1086,68.0,99Nm@ 4500rpm,5,Y,Hyundai
547,565,Ford EcoSport,2014,484999,54000,West,Washington,Seattle,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,Y,Ford
548,566,Nissan Sunny,2018,670000,35000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,22.7,1461,84.8,200Nm@ 2000rpm,5,Y,Nissan
549,567,Hyundai Grand,2018,500000,20000,West,Washington,Seattle,Petrol,Individual,Manual,Second Owner,18.0,1197,81.86,113.75nm@ 4000rpm,5,Y,Hyundai
550,568,Maruti SX4,2016,675000,52000,West,California,San Diego,Diesel,Individual,Manual,First Owner,23.6,1248,88.5,200Nm@ 1750rpm,5,Y,Maruti
551,569,Hyundai i20,2011,220000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y,Hyundai
552,570,Jeep Compass,2017,1650000,50000,East,New York,New York City,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350Nm@ 1750-2500rpm,5,Y,Jeep
553,571,Maruti Ertiga,2013,630000,120000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,20.7,1248,88.8,200Nm@ 1750rpm,7,Y,Maruti
554,572,Tata Manza,2010,250000,90000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,18.0,1248,90.0,200Nm@ 1750-3000rpm,5,Y,Tata
555,573,Maruti Wagon,2004,120000,120000,West,Washington,Seattle,Petrol,Individual,Manual,Third Owner,18.0,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
556,574,Skoda Rapid,2015,300000,101500,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,21.1,1498,103.52,250Nm@ 1500-2500rpm,5,Y,Skoda
557,575,Hyundai Verna,2013,525000,75000,South,Florida,Miami,Diesel,Individual,Automatic,First Owner,22.3,1582,126.3,259.9Nm@ 1900-2750rpm,5,Y,Hyundai
558,578,Mahindra Scorpio,2016,1100000,100000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280Nm@ 1800-2800rpm,7,Y,Mahindra
559,579,Renault Duster,2012,480000,55735,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,19.0,1461,108.45,248Nm@ 2250rpm,5,Y,Renault
560,580,Mahindra XUV500,2014,605000,80000,Central,Texas,Dallas,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330Nm@ 1600-2800rpm,7,Y,Mahindra
561,581,Maruti Alto,2016,250000,50000,Central,Texas,Dallas,Petrol,Individual,Manual,Second Owner,24.0,796,47.3,69Nm@ 3500rpm,5,Y,Maruti
562,582,Ford Figo,2013,245000,70000,West,California,San Francisco,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,160Nm@ 2000rpm,5,Y,Ford
563,583,Hyundai i10,2012,210000,76000,West,California,San Francisco,Petrol,Individual,Manual,Fourth & Above Owner,20.3,1197,78.9,111.7Nm@ 4000rpm,5,Y,Hyundai
564,584,Maruti Swift,2020,730000,1500,West,California,San Francisco,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113Nm@ 4200rpm,5,Y,Maruti
565,585,Mahindra Bolero,2012,500000,76000,East,New York,New York City,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195Nm@ 1400-2200rpm,7,Y,Mahindra
566,586,Maruti Wagon,2015,400000,40000,East,New York,New York City,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90Nm@ 3500rpm,5,Y,Maruti
567,587,Hyundai EON,2015,280000,60000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,Y,Hyundai
568,588,Toyota Innova,2009,561000,170000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Third Owner,12.0,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y,Toyota
569,589,Mitsubishi Pajero,2013,950000,181491,Central,Illinois,Chicago,Diesel,Dealer,Manual,First Owner,13.0,2477,175.56,400Nm@ 2000-2500rpm,7,Y,Mitsubishi
570,590,Chevrolet Beat,2016,375000,53319,Central,Illinois,Chicago,Diesel,Dealer,Manual,First Owner,25.4,936,56.3,142.5Nm@ 1750rpm,5,Y,Chevrolet
571,591,Volkswagen Ameo,2017,700000,40906,Central,Illinois,Chicago,Diesel,Dealer,Manual,First Owner,21.6,1498,108.62,250Nm@ 1500-3000rpm,5,Y,Volkswagen
572,592,Toyota Etios,2012,375000,31711,East,New York,New York City,Petrol,Dealer,Manual,Second Owner,17.0,1496,88.7,132Nm@ 3000rpm,5,Y,Toyota
573,593,Hyundai EON,2012,270000,43755,West,California,Los Angeles,Petrol,Dealer,Manual,Second Owner,21.0,814,55.2,74.5Nm@ 4000rpm,5,Y,Hyundai
574,594,Renault KWID,2016,300000,66693,East,New York,New York City,Petrol,Dealer,Manual,First Owner,25.1,799,53.3,72Nm@ 4386rpm,5,Y,Renault
575,595,Maruti Zen,2010,225000,59549,West,California,Los Angeles,Petrol,Dealer,Manual,First Owner,19.0,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
576,596,Toyota Innova,2015,1350000,94385,West,California,Los Angeles,Diesel,Dealer,Manual,First Owner,12.9,2494,100.6,200Nm@ 1200-3600rpm,8,Y,Toyota
577,597,Maruti Zen,2010,200000,73730,West,California,Los Angeles,Petrol,Dealer,Manual,First Owner,18.0,998,67.1,90Nm@ 3500rpm,5,Y,Maruti
